Millas_Por_Galon,Cilindros,Pais_Origen,Peso_En_Libras,Desplazamiento,Aceleracion,Nombre,Anyo,Caballo_De_Fuerza,Log10(var1/var2),Sqrt(var1)*exp(var2)/200,5 o 3,1/logn(var1/var2)*100,var2**2/var1
25.0,4,Europe,2223,90.0,16.5,volkswagen dasher,1/01/1975,71.0,0.7367585652254185,123543.225,3,0.0058659693156596915,0.007197480881691408
24.0,4,Japan,2545,119.0,17.0,datsun 710,1/01/1975,97.0,0.8450980400142567,158654.06301250213,3,0.005765014363929671,0.006286836935166994
18.0,6,USA,2984,171.0,14.5,ford pinto,1/01/1975,97.0,1.0716281081571788,188887.79397063007,3,0.00634704488520105,0.012064343163538873
29.0,4,Europe,1937,90.0,14.0,volkswagen rabbit,1/01/1975,70.0,0.8081144737610867,101024.85708129819,3,0.006491630492608459,0.008260196179659268
19.0,6,USA,3211,232.0,17.0,amc pacer,1/01/1975,90.0,1.1350390635126255,224712.59547126968,3,0.005765014363929671,0.011211460604173155
23.0,4,Europe,2694,115.0,15.0,audi 100ls,1/01/1975,95.0,0.8846065812979305,174031.99756764615,3,0.0062133493455961185,0.005939123979213066
23.0,4,Europe,2957,120.0,17.0,peugeot 504,1/01/1975,88.0,0.8487323246693508,209670.133346432,3,0.005765014363929671,0.005410889414947582
22.0,4,Europe,2945,121.0,14.5,volvo 244dl,1/01/1975,98.0,0.9214173680814752,203400.465726713,3,0.00634704488520105,0.005432937181663837
25.0,4,Europe,2671,121.0,13.5,saab 99le,1/01/1975,115.0,0.952451601821444,178356.02500000002,3,0.0066485940294251115,0.005990265818045676
33.0,4,Japan,1795,91.0,17.5,honda civic cvcc,1/01/1975,53.0,0.7160033436347991,92545.62230605846,3,0.005670256682244421,0.008913649025069638
28.0,4,Europe,2464,107.0,15.5,fiat 131,1/01/1976,86.0,0.8390520795149181,160631.39351861205,3,0.006089289436117395,0.006493506493506494
25.0,4,Europe,2220,116.0,16.9,opel 1900,1/01/1976,81.0,0.8365712846132449,123210.0,3,0.0057846892390234946,0.007207207207207207
25.0,4,USA,2572,140.0,14.9,capri ii,1/01/1976,92.0,0.9729417672659639,165379.59999999998,3,0.006239280431569573,0.006220839813374806
26.0,4,USA,2255,98.0,17.7,dodge colt,1/01/1976,79.0,0.7432528093306882,129643.20851053574,3,0.005633954057901145,0.007095343680709534
27.0,4,Europe,2202,101.0,15.3,renault 12tl,1/01/1976,83.0,0.8196299429650437,125975.62325914804,3,0.006137829102666137,0.007266121707538601
17.5,8,USA,4215,305.0,13.0,chevrolet chevelle malibu classic,1/01/1976,140.0,1.370356487039949,371607.25699775893,3,0.006819714384107116,0.015183867141162514
16.0,8,USA,4190,318.0,13.0,dodge coronet brougham,1/01/1976,150.0,1.3884837676775958,351122.0,3,0.006819714384107116,0.015274463007159905
15.5,8,USA,3962,304.0,13.9,amc matador,1/01/1976,120.0,1.3398587833546585,309004.49414464866,3,0.00652198065014575,0.016153457849570924
14.5,8,USA,4215,351.0,12.8,ford gran torino,1/01/1976,152.0,1.4380971468179555,338258.84636931756,3,0.006892592608212901,0.015183867141162514
22.0,6,USA,3233,225.0,15.4,plymouth valiant,1/01/1976,100.0,1.1646617972748992,245127.9052591454,3,0.006113384125655397,0.011135168574079802
22.0,6,USA,3353,250.0,14.5,chevrolet nova,1/01/1976,105.0,1.2365720064370627,263662.55217566364,3,0.00634704488520105,0.010736653742916791
24.0,6,USA,3012,200.0,17.6,ford maverick,1/01/1976,81.0,1.055517327849831,222221.2367305195,3,0.005651995512993162,0.01195219123505976
22.5,6,USA,3085,232.0,17.6,amc hornet,1/01/1976,90.0,1.1199753170767497,225720.81003222003,3,0.005651995512993162,0.011669367909238249
29.0,4,USA,2035,85.0,22.2,chevrolet chevette,1/01/1976,52.0,0.583065951263654,111505.89564212793,3,0.004996302735450845,0.007862407862407862
24.5,4,USA,2164,98.0,22.1,chevrolet woody,1/01/1976,60.0,0.646833802007384,115895.76310169755,3,0.005007598229459042,0.0073937153419593345
29.0,4,Europe,1937,90.0,14.2,vw rabbit,1/01/1976,70.0,0.8019541650562684,101024.85708129819,3,0.006432400046628016,0.008260196179659268
33.0,4,Japan,1795,91.0,17.4,honda civic,1/01/1976,53.0,0.7184921440384938,92545.62230605846,3,0.005688741905787195,0.008913649025069638
20.0,6,USA,3651,225.0,17.7,dodge aspen se,1/01/1976,100.0,1.1042092517495559,298063.41162544675,3,0.005633954057901145,0.009860312243221035
18.0,6,USA,3574,250.0,21.0,ford granada ghia,1/01/1976,78.0,1.0757207139381182,270966.34496770846,5,0.006968230667795635,0.010072747621712367
18.5,6,USA,3645,250.0,16.2,pontiac ventura sj,1/01/1976,110.0,1.1884249941294067,285726.77139015,3,0.005929794950850317,0.009876543209876543
17.5,6,USA,3193,258.0,17.8,amc pacer d/l,1/01/1976,95.0,1.161199703654336,213248.9324715377,5,0.007875500652819188,0.011274663326025681
29.5,4,Europe,1825,97.0,12.2,volkswagen rabbit,1/01/1976,71.0,0.9004119035914966,90449.62068375929,3,0.007128479696519889,0.008767123287671232
32.0,4,Japan,1990,85.0,17.0,datsun b-210,1/01/1976,70.0,0.6989700043360187,112008.54256707388,3,0.005765014363929671,0.008040201005025126
28.0,4,Japan,2155,97.0,16.4,toyota corolla,1/01/1976,75.0,0.7719278862185469,122869.35232366736,3,0.005886961926217416,0.007424593967517401
26.5,4,USA,2565,140.0,13.6,ford pinto,1/01/1976,72.0,1.0125891273080203,169343.168035838,3,0.006616130439027606,0.006237816764132553
20.0,4,Europe,3150,130.0,15.7,volvo 245,1/01/1976,102.0,0.9180436998976029,221873.84506741664,3,0.0060421192859891224,0.005079365079365079
13.0,8,USA,3940,318.0,13.2,plymouth volare premier v8,1/01/1976,150.0,1.3818531887785828,279855.6788989639,5,0.010301006566225342,0.016243654822335026
19.0,4,Europe,3270,120.0,21.9,peugeot 504,1/01/1976,88.0,0.7387371312075065,233046.35256693038,5,0.006770257361781343,0.004892966360856269
19.0,6,Japan,2930,156.0,15.5,toyota mark ii,1/01/1976,108.0,1.00279290018417,187103.55770201166,3,0.006089289436117395,0.012286689419795221
16.5,6,Europe,3820,168.0,16.7,mercedes-benz 280s,1/01/1976,120.0,1.0025928105782795,296373.0450395245,5,0.008292074685431796,0.009424083769633508
16.5,8,USA,4380,350.0,12.1,cadillac seville,1/01/1976,180.0,1.4612826740338254,389637.00592474535,3,0.007170549991645489,0.014611872146118721
13.0,8,USA,4055,350.0,12.0,chevy c10,1/01/1976,145.0,1.4648867983026508,296430.8488061813,3,0.0072134752044448166,0.015782983970406905
13.0,8,USA,3870,302.0,15.0,ford f108,1/01/1976,130.0,1.3039156839014694,269999.9044874831,5,0.009102392266268373,0.016537467700258397
13.0,8,USA,3755,318.0,14.0,dodge d100,1/01/1976,150.0,1.3562990843061944,254191.81561412066,5,0.009712326548170112,0.017043941411451397
31.5,4,Japan,2045,98.0,18.5,honda Accelerationord cvcc,1/01/1977,68.0,0.7240543472894809,117357.7854969247,3,0.0054970472946936685,0.007823960880195598
30.0,4,USA,2155,111.0,14.8,buick opel isuzu deluxe,1/01/1977,80.0,0.8750612633916999,127181.86250589645,3,0.006265605696717497,0.007424593967517401
36.0,4,Europe,1825,79.0,18.6,renault 5 gtl,1/01/1977,58.0,0.6281141470725251,99918.75,3,0.0054808056124143485,0.008767123287671232
25.5,4,USA,2300,122.0,15.5,plymouth arrow gs,1/01/1977,96.0,0.8960281325044566,133565.95280983846,3,0.006089289436117395,0.006956521739130435
33.5,4,Japan,1945,85.0,16.8,datsun f-10 hatchback,1/01/1977,70.0,0.7041096439884298,109479.20099794498,3,0.005804616837308099,0.008226221079691516
17.5,8,USA,3880,305.0,12.5,chevrolet caprice classic,1/01/1977,145.0,1.3873898263387294,314885.3675863647,3,0.007007137126891388,0.016494845360824743
17.0,8,USA,4060,260.0,19.0,oldsmobile cutlass supreme,1/01/1977,110.0,1.136219747017989,339818.11945215636,5,0.007490630718728064,0.015763546798029555
15.5,8,USA,4140,318.0,13.7,dodge monaco brougham,1/01/1977,145.0,1.3657065528280259,337393.3633935321,3,0.006584216716340206,0.015458937198067632
15.0,8,USA,4295,302.0,14.9,mercury cougar brougham,1/01/1977,130.0,1.3068206745448765,357225.10306035937,3,0.006239280431569573,0.01490104772991851
17.5,6,USA,3520,250.0,16.4,chevrolet concours,1/01/1977,110.0,1.1830961606243395,259163.80981919524,3,0.005886961926217416,0.010227272727272727
20.5,6,USA,3425,231.0,16.9,buick skylark,1/01/1977,105.0,1.1357252752784708,265563.3182151581,3,0.0057846892390234946,0.010510948905109488
19.0,6,USA,3630,225.0,17.7,plymouth volare custom,1/01/1977,100.0,1.1042092517495559,287183.8774457055,3,0.005633954057901145,0.009917355371900827
18.5,6,USA,3525,250.0,19.0,ford granada,1/01/1977,98.0,1.1191864077192084,267223.1697407414,5,0.007490630718728064,0.010212765957446808
16.0,8,USA,4220,400.0,11.1,pontiac grand prix lj,1/01/1977,180.0,1.556737012541305,356168.0,3,0.007643315102860291,0.015165876777251185
15.5,8,USA,4165,350.0,11.4,chevrolet monte carlo landau,1/01/1977,170.0,1.487163193013803,341480.46560563636,3,0.007490630718728062,0.015366146458583434
15.5,8,USA,4325,400.0,12.2,chrysler cordoba,1/01/1977,190.0,1.5157001606532141,368220.5963457805,3,0.007128479696519889,0.014797687861271676
16.0,8,USA,4335,351.0,14.5,ford thunderbird,1/01/1977,149.0,1.383939114230849,375844.5,3,0.00634704488520105,0.014763552479815456
29.0,4,Europe,1940,97.0,14.5,volkswagen rabbit custom,1/01/1977,78.0,0.8254037320312698,101338.0313406571,3,0.00634704488520105,0.008247422680412371
24.5,4,USA,2740,151.0,16.0,pontiac sunbird coupe,1/01/1977,88.0,0.9748569646372446,185803.62046526434,3,0.0059737997497751796,0.00583941605839416
26.0,4,Japan,2265,97.0,18.2,toyota corolla liftback,1/01/1977,75.0,0.7267003462811701,130795.58692060772,3,0.005546898371317223,0.00706401766004415
25.5,4,USA,2755,140.0,15.8,ford mustang ii 2+2,1/01/1977,89.0,0.9474709487238153,191638.73742447907,3,0.006019028612316359,0.005807622504537205
30.5,4,USA,2051,98.0,17.0,chevrolet chevette,1/01/1977,63.0,0.7607771543142209,116158.56675065238,3,0.005765014363929671,0.0078010726474890294
33.5,4,USA,2075,98.0,15.9,dodge colt m/m,1/01/1977,83.0,0.7898289513720432,124603.03191144041,3,0.005996257781480819,0.0077108433734939755
30.0,4,Japan,1985,97.0,16.4,subaru dl,1/01/1977,67.0,0.7719278862185469,107907.50570728966,3,0.005886961926217416,0.008060453400503778
30.5,4,Europe,2190,97.0,14.1,volkswagen dasher,1/01/1977,78.0,0.8375526216108649,132436.63993632956,3,0.006461774528446566,0.0073059360730593605
22.0,6,Japan,2815,146.0,14.5,datsun 810,1/01/1977,97.0,1.002984853549462,185839.54912193408,3,0.00634704488520105,0.012788632326820605
21.5,4,Europe,2600,121.0,12.8,bmw 320i,1/01/1977,110.0,0.9755754006685815,156724.1525738774,3,0.006892592608212901,0.006153846153846154
21.5,3,Japan,2720,80.0,13.5,mazda rx-4,1/01/1977,110.0,0.7727562184969373,171524.84769268855,3,0.0066485940294251115,0.0033088235294117647
43.1,4,Europe,1985,90.0,21.5,volkswagen rabbit custom diesel,1/01/1978,48.0,0.6218040495237195,129339.04848130142,3,0.005077583839831214,0.008060453400503778
36.1,4,USA,1800,98.0,14.4,ford fiesta,1/01/1978,66.0,0.8328635835972451,97334.90637998273,3,0.006375046871447878,0.008888888888888889
32.8,4,Japan,1985,78.0,19.4,mazda glc deluxe,1/01/1978,52.0,0.6042928727602543,112830.87299809614,3,0.0053571597587872034,0.008060453400503778
39.4,4,Japan,2070,85.0,18.6,datsun b210 gx,1/01/1978,70.0,0.6599059814963762,134480.3423919273,3,0.0054808056124143485,0.007729468599033816
36.1,4,Japan,1800,91.0,16.4,honda civic cvcc,1/01/1978,60.0,0.7441975442733957,97334.90637998273,3,0.005886961926217416,0.008888888888888889
19.9,8,USA,3365,260.0,15.5,oldsmobile cutlass salon brougham,1/01/1978,110.0,1.2246416498005264,252561.22750594743,3,0.006089289436117395,0.01901931649331352
19.4,8,USA,3735,318.0,13.2,dodge diplomat,1/01/1978,140.0,1.3818531887785828,307221.83697135386,3,0.006749439356983925,0.01713520749665328
20.2,8,USA,3570,302.0,12.8,mercury monarch ghia,1/01/1978,139.0,1.3727969733092822,286406.00619583734,3,0.006892592608212901,0.017927170868347338
19.2,6,USA,3535,231.0,19.2,pontiac phoenix lj,1/01/1978,105.0,1.0803107511885945,273778.5726463998,3,0.005387066113253911,0.010183875530410185
20.5,6,USA,3155,200.0,18.2,chevrolet malibu,1/01/1978,95.0,1.0409586076789064,225343.82512412078,3,0.005546898371317223,0.011410459587955626
20.2,6,USA,2965,200.0,15.8,ford fairmont (auto),1/01/1978,85.0,1.1023729087095586,197558.21087799824,3,0.006019028612316359,0.012141652613827993
25.1,4,USA,2720,140.0,15.4,ford fairmont (man),1/01/1978,88.0,0.9586073148417749,185329.55081799557,3,0.006113384125655397,0.0058823529411764705
20.5,6,USA,3430,225.0,17.2,plymouth volare,1/01/1978,100.0,1.1166540712038135,266339.25152918225,3,0.005726402470556482,0.010495626822157435
19.4,6,USA,3210,232.0,17.2,amc concord,1/01/1978,90.0,1.1299595379833507,226924.26325285272,3,0.005726402470556482,0.011214953271028037
20.6,6,USA,3380,231.0,15.8,buick century special,1/01/1978,105.0,1.1649548929377216,259260.89448738698,3,0.006019028612316359,0.010650887573964497
20.8,6,USA,3070,200.0,16.7,mercury zephyr,1/01/1978,85.0,1.0783135245163977,214920.78728033733,3,0.005824802417374904,0.011726384364820847
18.6,6,USA,3620,225.0,18.7,dodge aspen,1/01/1978,110.0,1.0803409115748634,282581.42933037906,5,0.007581009081879184,0.009944751381215469
18.1,6,USA,3410,258.0,15.1,amc concord d/l,1/01/1978,120.0,1.2326427586700608,247353.49421127044,3,0.006187803084004582,0.010557184750733138
19.2,8,USA,3425,305.0,13.2,chevrolet monte carlo landau,1/01/1978,145.0,1.3637259081409359,257005.11704536155,3,0.006749439356983925,0.018686131386861315
17.7,6,USA,3445,231.0,13.4,buick regal sport coupe (turbo),1/01/1978,165.0,1.2365071815273367,249652.0232238797,3,0.006681622729518708,0.010449927431059507
18.1,8,USA,3205,302.0,11.2,ford futura,1/01/1978,139.0,1.430788920286969,218507.00255205279,3,0.00759127662019608,0.019968798751950078
17.5,8,USA,4080,318.0,13.7,dodge magnum xe,1/01/1978,140.0,1.3657065528280259,348184.4366424209,3,0.006584216716340206,0.01568627450980392
30.0,4,USA,2155,98.0,16.5,chevrolet chevette,1/01/1978,68.0,0.7737421314785885,127181.86250589645,3,0.0058659693156596915,0.007424593967517401
27.5,4,Japan,2560,134.0,14.2,toyota corona,1/01/1978,95.0,0.9748164539817512,171836.84168419763,3,0.006432400046628016,0.00625
27.2,4,Japan,2300,119.0,14.7,datsun 510,1/01/1978,97.0,0.9082296266443545,137946.32289408805,3,0.0062923348084693576,0.006956521739130435
30.9,4,USA,2230,105.0,14.5,dodge omni,1/01/1978,75.0,0.859821296834963,138216.2068345279,3,0.00634704488520105,0.007174887892376682
21.1,4,Japan,2515,134.0,14.8,toyota celica gt liftback,1/01/1978,95.0,0.9568430829698501,145273.77124271155,3,0.006265605696717497,0.006361829025844931
23.2,4,USA,2745,156.0,16.7,plymouth sapporo,1/01/1978,105.0,0.9704081272068782,181467.43238212884,3,0.005824802417374904,0.0058287795992714025
23.8,4,USA,2855,151.0,17.6,oldsmobile starfire sx,1/01/1978,85.0,0.9334642794790194,198824.87039508382,3,0.005651995512993162,0.005604203152364273
23.9,4,Japan,2405,119.0,14.9,datsun 200-sx,1/01/1978,97.0,0.9023606929802566,141383.62619968917,3,0.006239280431569573,0.006652806652806653
20.3,5,Europe,2830,131.0,15.9,audi 5000,1/01/1978,103.0,0.9158741713353127,180422.58228690497,3,0.005996257781480819,0.0088339222614841
17.0,6,Europe,3140,163.0,13.6,volvo 264gl,1/01/1978,125.0,1.07864869603374,203260.86113169944,3,0.006616130439027606,0.011464968152866241
21.6,4,Europe,2795,121.0,15.7,saab 99gle,1/01/1978,115.0,0.8868857179072163,181535.05635093598,3,0.0060421192859891224,0.005724508050089445
16.2,6,Europe,3410,163.0,15.8,peugeot 604sl,1/01/1978,133.0,1.013530517449535,234010.99844248773,3,0.006019028612316359,0.010557184750733138
31.5,4,Europe,1990,89.0,14.9,volkswagen scirocco,1/01/1978,71.0,0.7762037382326387,111130.03063022615,3,0.006239280431569573,0.008040201005025126
29.5,4,Japan,2135,98.0,16.6,honda Accelerationord lx,1/01/1978,68.0,0.7711179876524397,123787.49401125275,3,0.005845251388404809,0.007494145199063232
21.5,6,USA,3245,231.0,15.4,pontiac lemans v6,1/01/1979,115.0,1.1760912590556811,244128.58649508038,3,0.006113384125655397,0.011093990755007704
19.8,6,USA,2990,200.0,18.2,mercury zephyr 6,1/01/1979,85.0,1.0409586076789064,198904.6682834518,3,0.005546898371317223,0.012040133779264214
22.3,4,USA,2890,140.0,17.3,ford fairmont 4,1/01/1979,88.0,0.9080819325494425,197205.09053666692,3,0.005707455641792118,0.005536332179930796
20.2,6,USA,3265,232.0,18.2,amc concord dl 6,1/01/1979,90.0,1.1054165969058247,239558.7621243807,3,0.005546898371317223,0.011026033690658498
20.6,6,USA,3360,225.0,16.6,dodge aspen 6,1/01/1979,110.0,1.1320744300713073,256201.79566583838,3,0.005845251388404809,0.010714285714285714
17.0,8,USA,3840,305.0,15.4,chevrolet caprice classic,1/01/1979,130.0,1.2967791185103228,303988.3315655389,3,0.006113384125655397,0.016666666666666666
17.6,8,USA,3725,302.0,13.4,ford ltd landau,1/01/1979,129.0,1.3529021445923428,291057.5654778192,3,0.006681622729518708,0.017181208053691274
16.5,8,USA,3955,351.0,13.2,mercury grand marquis,1/01/1979,138.0,1.424733185259974,317691.02956568956,3,0.006749439356983925,0.01618204804045512
18.2,8,USA,3830,318.0,15.2,dodge st. regis,1/01/1979,135.0,1.3205835320396602,312898.3307410732,3,0.006162632591984633,0.01671018276762402
16.9,8,USA,4360,350.0,14.9,buick estate wagon (sw),1/01/1979,155.0,1.3708817759380014,390738.61715678935,3,0.006239280431569573,0.014678899082568808
15.5,8,USA,4054,351.0,14.3,ford country squire (sw),1/01/1979,142.0,1.389971079000762,323521.64498180675,3,0.006403494777056271,0.015786877158362113
19.2,8,USA,3605,267.0,15.0,chevrolet malibu classic (sw),1/01/1979,125.0,1.2504200023088938,284728.642016043,3,0.0062133493455961185,0.017753120665742025
18.5,8,USA,3940,360.0,13.0,chrysler lebaron town @ country (sw),1/01/1979,150.0,1.4423591484604503,333847.6412886573,3,0.006819714384107116,0.016243654822335026
31.9,4,Europe,1925,89.0,14.0,vw rabbit custom,1/01/1979,71.0,0.8032619709666747,104647.00746270022,3,0.006491630492608459,0.008311688311688312
34.1,4,Japan,1975,86.0,15.2,maxda glc deluxe,1/01/1979,65.0,0.752654863298795,113888.898802771,3,0.006162632591984633,0.00810126582278481
35.7,4,USA,1915,98.0,14.4,dodge colt hatchback custom,1/01/1979,80.0,0.8328635835972451,109557.38786844916,3,0.006375046871447878,0.00835509138381201
27.4,4,USA,2670,121.0,15.0,amc spirit dl,1/01/1979,80.0,0.9066941112607687,186581.16844646996,3,0.0062133493455961185,0.00599250936329588
25.4,5,Europe,3530,183.0,20.1,mercedes benz 300d,1/01/1979,77.0,0.9592550323099406,314004.7902410885,3,0.0052573263399796144,0.007082152974504249
23.0,8,USA,3900,350.0,17.4,cadillac eldorado,1/01/1979,125.0,1.303518796067676,364722.9873479323,3,0.005688741905787195,0.01641025641025641
27.2,4,Europe,3190,141.0,24.8,peugeot 504,1/01/1979,71.0,0.7547674318291636,265360.2223823307,3,0.004734329850439363,0.005015673981191223
23.9,8,USA,3420,260.0,22.2,oldsmobile cutlass salon brougham,1/01/1979,90.0,1.0686203735201794,285904.615813736,3,0.004996302735450845,0.01871345029239766
34.2,4,USA,2200,105.0,13.2,plymouth horizon,1/01/1979,70.0,0.9006153678640882,141523.45388662614,3,0.006749439356983925,0.007272727272727273
34.5,4,USA,2150,105.0,14.9,plymouth horizon tc3,1/01/1979,70.0,0.8480030306576639,135755.19931341487,3,0.006239280431569573,0.0074418604651162795
31.8,4,Japan,2020,85.0,19.2,datsun 210,1/01/1979,65.0,0.6461176970107431,115049.91528549684,3,0.005387066113253911,0.007920792079207921
37.3,4,Europe,2130,91.0,14.7,fiat strada custom,1/01/1979,69.0,0.7917240575729174,138542.6936049859,3,0.0062923348084693576,0.007511737089201878
28.4,4,USA,2670,151.0,16.0,buick skylark limited,1/01/1979,90.0,0.9748569646372446,189955.42318949464,3,0.0059737997497751796,0.00599250936329588
28.8,6,USA,2595,173.0,11.3,chevrolet citation,1/01/1979,115.0,1.1849676596453755,180692.85194619626,3,0.007540395195612154,0.013872832369942197
26.8,6,USA,2700,173.0,12.9,oldsmobile omega brougham,1/01/1979,115.0,1.1274563928295462,188696.97135884294,3,0.006855818598037337,0.013333333333333334
33.5,4,USA,2556,151.0,13.2,pontiac phoenix,1/01/1979,90.0,1.0584030160873195,189066.29199936832,3,0.006749439356983925,0.006259780907668232
41.5,4,Europe,2144,98.0,14.7,vw rabbit,1/01/1980,76.0,0.8239087409443187,148062.00111172887,3,0.0062923348084693576,0.007462686567164179
38.1,4,Japan,1968,89.0,18.8,toyota corolla tercel,1/01/1980,60.0,0.6752321573812329,119531.5855605063,3,0.005448865019199157,0.008130081300813009
32.1,4,USA,2120,98.0,15.5,chevrolet chevette,1/01/1980,70.0,0.8008943775222033,127319.30005462645,3,0.006089289436117395,0.007547169811320755
37.2,4,Japan,2019,86.0,16.4,datsun 310,1/01/1980,65.0,0.7196546031958697,124312.30297986814,3,0.005886961926217416,0.0079247152055473
28.0,4,USA,2678,151.0,16.5,chevrolet citation,1/01/1980,90.0,0.9614930030792631,189744.92345540947,3,0.0058659693156596915,0.00597460791635549
26.4,4,USA,2870,140.0,18.1,ford fairmont,1/01/1980,88.0,0.8884494608090534,211609.7924544136,3,0.005563902492389146,0.005574912891986063
24.3,4,USA,3003,151.0,20.1,amc concord,1/01/1980,90.0,0.8757808898726803,222271.51288880725,3,0.0052573263399796144,0.005328005328005328
19.1,6,USA,3381,225.0,18.7,dodge aspen,1/01/1980,90.0,1.0803409115748634,249791.13968129913,3,0.0054647459437825755,0.01064773735581189
34.3,4,Europe,2188,97.0,15.8,audi 4000,1/01/1980,78.0,0.7881146473118221,140188.27753237117,3,0.006019028612316359,0.007312614259597806
29.8,4,Japan,2711,134.0,15.5,toyota corona liftback,1/01/1980,90.0,0.936773100194516,200602.8835845426,3,0.006089289436117395,0.005901881224640354
31.3,4,Japan,2542,120.0,17.5,mazda 626,1/01/1980,75.0,0.8361431973613302,180756.2261680137,3,0.005670256682244421,0.006294256490952006
37.0,4,Japan,2434,119.0,15.0,datsun 510 hatchback,1/01/1980,92.0,0.8994557023368496,180182.25346473718,3,0.0062133493455961185,0.00657354149548069
32.2,4,Japan,2265,108.0,15.2,toyota corolla,1/01/1980,75.0,0.8515801675421771,145557.42125791157,3,0.006162632591984633,0.00706401766004415
46.6,4,Japan,2110,86.0,17.9,mazda glc,1/01/1980,65.0,0.6816454202636746,151959.5060785932,3,0.005598513496468673,0.007582938388625593
27.9,4,USA,2800,156.0,14.4,dodge colt,1/01/1980,105.0,1.0347621062592118,207056.16629310994,3,0.006375046871447878,0.005714285714285714
40.8,4,Japan,2110,85.0,19.2,datsun 210,1/01/1980,65.0,0.6461176970107431,142188.6714833499,3,0.005387066113253911,0.007582938388625593
44.3,4,Europe,2085,90.0,21.7,vw rabbit c (diesel),1/01/1980,48.0,0.6177827755907953,144671.8336777833,3,0.005053823289089847,0.007673860911270983
43.4,4,Europe,2335,90.0,23.7,vw dasher (diesel),1/01/1980,48.0,0.579494163429221,179592.68313026597,3,0.004838250606706889,0.006852248394004282
36.4,5,Europe,2950,121.0,19.9,audi 5000s (diesel),1/01/1980,67.0,0.7839322939067435,262521.4099602164,3,0.005285112130744122,0.00847457627118644
30.0,4,Europe,3250,146.0,21.8,mercedes-benz 240d,1/01/1980,67.0,0.8258963621798321,289265.9756824159,3,0.005042107443153909,0.004923076923076923
44.6,4,Japan,1850,91.0,13.8,honda civic 1500 gl,1/01/1980,67.0,0.8191623059198571,114282.80478160307,3,0.006552838173203379,0.008648648648648649
40.9,4,Europe,1835,85.0,17.3,renault lecar deluxe,1/01/1980,105.08,0.6913728225854973,107672.25174175129,3,0.005707455641792118,0.008719346049046322
33.8,4,Japan,2145,97.0,18.0,subaru dl,1/01/1980,67.0,0.7314992291629387,133746.6606602876,3,0.005581106265512472,0.007459207459207459
29.8,4,Europe,1845,89.0,15.3,vokswagen rabbit,1/01/1980,62.0,0.7646985758273139,92911.80075461688,3,0.006137829102666137,0.008672086720867209
32.7,6,Japan,2910,168.0,11.4,datsun 280-zx,1/01/1980,132.0,1.1684044303893901,242119.55031796792,3,0.007490630718728062,0.012371134020618556
23.7,3,Japan,2420,70.0,12.5,mazda rx-7 gs,1/01/1980,100.0,0.7481880270062004,142552.52336875696,3,0.007007137126891388,0.00371900826446281
35.0,4,Europe,2500,122.0,15.1,triumph tr7 coupe,1/01/1980,88.0,0.9073828833815787,184877.493221863,3,0.006187803084004582,0.0064
23.6,4,USA,2905,140.0,14.3,ford mustang cobra,1/01/1980,105.08,0.9907919982131762,204983.20502145716,3,0.006403494777056271,0.005507745266781412
32.4,4,Japan,2290,107.0,17.0,honda Accelerationord,1/01/1980,72.0,0.7989348563069356,149249.702499201,3,0.005765014363929671,0.0069868995633187774
27.2,4,USA,2490,135.0,15.7,plymouth reliant,1/01/1982,84.0,0.9344341160857724,161678.82732998778,3,0.0060421192859891224,0.00642570281124498
26.6,4,USA,2635,151.0,16.4,buick skylark,1/01/1982,84.0,0.9641330992454716,179049.06677058004,3,0.005886961926217416,0.0060721062618595825
25.8,4,USA,2620,156.0,14.4,dodge aries wagon (sw),1/01/1982,92.0,1.0347621062592118,174334.138501901,3,0.006375046871447878,0.0061068702290076335
23.5,6,USA,2725,173.0,12.6,chevrolet citation,1/01/1982,110.0,1.1376755580112325,179985.26370613565,3,0.006968230667795635,0.013211009174311927
30.0,4,USA,2385,135.0,12.9,plymouth reliant,1/01/1982,84.0,1.019744058195757,155778.45723324118,3,0.006855818598037337,0.0067085953878406705
39.1,4,Japan,1755,79.0,16.9,toyota starlet,1/01/1982,58.0,0.6697403866767678,96296.9705422291,3,0.0057846892390234946,0.009116809116809116
39.0,4,USA,1875,86.0,16.4,plymouth champ,1/01/1982,64.0,0.7196546031958697,109775.35544059685,3,0.005886961926217416,0.008533333333333334
35.1,4,Japan,1760,81.0,16.1,honda civic 1300,1/01/1982,60.0,0.7016591428468,91759.04780674221,3,0.005951647683445997,0.00909090909090909
32.3,4,Japan,2065,97.0,17.8,subaru,1/01/1982,67.0,0.7363517319573508,121174.53937143598,3,0.005616128090950235,0.00774818401937046
37.0,4,Japan,1975,85.0,19.4,datsun 210,1/01/1982,65.0,0.6416171957840667,118632.87797372245,3,0.0053571597587872034,0.00810126582278481
37.7,4,Japan,2050,89.0,17.3,toyota tercel,1/01/1982,62.0,0.7113439035161173,129017.43444443855,3,0.005707455641792118,0.007804878048780488
34.1,4,Japan,1985,91.0,16.0,mazda glc 4,1/01/1982,68.0,0.7549214096651687,115045.12386736699,3,0.0059737997497751796,0.008060453400503778
34.7,4,USA,2215,105.0,14.9,plymouth horizon 4,1/01/1982,63.0,0.8480030306576639,144504.77657734082,3,0.006239280431569573,0.007223476297968397
34.4,4,USA,2045,98.0,16.2,ford escort 4w,1/01/1982,65.0,0.7817110611498638,122641.0472335323,3,0.005929794950850317,0.007823960880195598
